prob_weighted_target,prob_weighted_upside,bull_pt,base_pt,bear_pt,reward_to_bull,risk_to_bear,price,reward_risk_ratio
58.61449999999999,0.41137731760173346,81.0,58.85399999999999,35.75,0.9503973031543462,-0.139176498916446,41.53,6.828719723183389
