Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-06-15 00:00:00-04:00,37.48413521634421,39.06524840294103,37.40003478217215,38.93909454345703,15622300,0.0,0.0
2020-06-16 00:00:00-04:00,39.99878168834208,40.10811162125645,38.846585742365136,39.33437728881836,18803500,0.0,0.0
2020-06-17 00:00:00-04:00,39.3427766494131,39.578263605467555,39.056830723524115,39.17457580566406,12602800,0.0,0.0
2020-06-18 00:00:00-04:00,38.93909008360764,39.56144413316829,38.74565654058589,39.51939392089844,9380800,0.0,0.0
2020-06-19 00:00:00-04:00,40.17538155339678,40.192202277997964,38.7036018371582,38.7036018371582,30464600,0.0,0.0
2020-06-22 00:00:00-04:00,38.712016915621405,38.81294127970577,38.165357713846745,38.46812438964844,20876200,0.0,0.0
2020-06-23 00:00:00-04:00,38.686780753197105,38.930676445310866,38.33355516452903,38.38401412963867,14675300,0.0,0.0
2020-06-24 00:00:00-04:00,38.156936862756005,38.215807790653315,37.42525303872879,37.55140686035156,17631800,0.0,0.0
2020-06-25 00:00:00-04:00,37.400032460314826,37.82894978112587,37.02998287318888,37.78689956665039,13829700,0.0,0.0
2020-06-26 00:00:00-04:00,37.778491769315835,37.854183447017846,36.59265762413502,36.64311981201172,21955100,0.0,0.0
2020-06-29 00:00:00-04:00,37.00474377721068,37.48412315584837,36.62628552875332,37.30751037597656,17603900,0.0,0.0
2020-06-30 00:00:00-04:00,37.21500728190527,37.702798747808515,37.0383944579992,37.57664489746094,23679800,0.0,0.0
2020-07-01 00:00:00-04:00,37.786897921317724,38.29150688950303,37.601873135811175,37.69438552856445,14316500,0.0,0.0
2020-07-02 00:00:00-04:00,38.0896670579194,38.20740894425689,37.67756724751239,37.744850158691406,15111900,0.0,0.0
2020-07-06 00:00:00-04:00,37.963519589497594,38.07285273444177,37.51778145674829,38.03921127319336,15146000,0.0,0.0
2020-07-07 00:00:00-04:00,37.845775608718874,38.26628422659353,37.67757151992378,38.02238845825195,13043600,0.0,0.0
2020-07-08 00:00:00-04:00,37.96350731709709,37.997148767470286,37.40002746035987,37.90463638305664,13851200,0.0,0.0
2020-07-09 00:00:00-04:00,37.88781307289974,37.88781307289974,36.86177457232309,36.929054260253906,16087100,0.0,0.0
2020-07-10 00:00:00-04:00,36.903824297849575,38.05601660960533,36.88700357402959,37.97191619873047,15627800,0.0,0.0
2020-07-13 00:00:00-04:00,38.29151407501645,38.4176679448487,37.81213450281577,38.0560302734375,16705300,0.0,0.0
2020-07-14 00:00:00-04:00,37.77007796443873,38.63632455382858,37.568232448115275,38.57745361328125,17080100,0.0,0.0
2020-07-15 00:00:00-04:00,38.939085920903416,39.68759052725624,38.8549855053543,39.023189544677734,23738000,0.0,0.0
2020-07-16 00:00:00-04:00,38.90544404829619,39.26708160602994,38.63631887159551,38.81293487548828,13306100,0.0,0.0
2020-07-17 00:00:00-04:00,39.082060589194974,39.45210691018672,38.79611468399333,39.37641525268555,13899800,0.0,0.0
2020-07-20 00:00:00-04:00,39.292316609960295,39.38482899643916,38.56062948502315,38.78770446777344,16633200,0.0,0.0
2020-07-21 00:00:00-04:00,39.965120461875735,40.360399401726,39.46892039993217,39.69599533081055,25681500,0.0,0.0
2020-07-22 00:00:00-04:00,40.30994797217132,40.8061481662661,39.55303133432319,40.77250671386719,29831200,0.0,0.0
2020-07-23 00:00:00-04:00,40.76410057237667,40.84820100054863,40.3940509886784,40.604305267333984,15935000,0.0,0.0
2020-07-24 00:00:00-04:00,40.705230266208964,41.04163519237202,40.42769307410435,40.780921936035156,16196800,0.0,0.0
2020-07-27 00:00:00-04:00,40.5202022373263,40.79773619905363,40.5202022373263,40.77250671386719,17346500,0.0,0.0
2020-07-28 00:00:00-04:00,40.65476906678066,41.44532403101971,40.452923539620784,40.520206451416016,13872700,0.0,0.0
2020-07-29 00:00:00-04:00,40.486567986992256,40.78933469599,40.217442736377826,40.38564682006836,13758100,0.0,0.0
2020-07-30 00:00:00-04:00,40.09128016557431,40.56225085598945,39.69600434419723,40.10810089111328,17276500,0.0,0.0
2020-07-31 00:00:00-04:00,39.89784561001181,40.17538276194226,39.30072430572089,39.729644775390625,14849200,0.0,0.0
2020-08-03 00:00:00-04:00,39.645549098470426,39.830573903520055,38.88022359789141,38.93909454345703,14137500,0.0,0.0
2020-08-04 00:00:00-04:00,38.930684906413404,39.41006442849309,38.87181396217385,39.26708984375,11717200,0.0,0.0
2020-08-05 00:00:00-04:00,39.443704367039125,39.75487980436465,39.36801269761122,39.71282958984375,10498700,0.0,0.0
2020-08-06 00:00:00-04:00,39.24185058315462,39.97353442807902,39.191388411419304,39.93148422241211,10745000,0.0,0.0
2020-08-07 00:00:00-04:00,39.923084755328105,40.436105725237965,39.70441850181286,40.200618743896484,11669700,0.0,0.0
2020-08-10 00:00:00-04:00,40.41928104213822,40.604302613669724,40.08287293498472,40.13333511352539,11888000,0.0,0.0
2020-08-11 00:00:00-04:00,40.75568598297438,40.91548127773807,40.11651442859604,40.3099479675293,16531600,0.0,0.0
2020-08-12 00:00:00-04:00,40.62112418756783,40.9491203343634,40.4697408570121,40.7304573059082,9562200,0.0,0.0
2020-08-13 00:00:00-04:00,40.587487342002014,40.98276643979473,40.419286474046395,40.688411712646484,9882900,0.0,0.0
2020-08-14 00:00:00-04:00,40.65476772429898,40.949122433118525,40.394051262040435,40.74728012084961,10075800,0.0,0.0
2020-08-17 00:00:00-04:00,40.637945437434084,40.99958304194933,40.53702428517245,40.545433044433594,9102400,0.0,0.0
2020-08-18 00:00:00-04:00,40.53702811786595,40.789332626487706,40.335182586033014,40.722049713134766,9829000,0.0,0.0
2020-08-19 00:00:00-04:00,40.469748368090194,40.68841464535482,39.712834783055925,39.838985443115234,17371000,0.0,0.0
2020-08-20 00:00:00-04:00,39.75486768830125,40.032401586135954,39.60348439558242,39.822147369384766,11308700,0.0,0.0
2020-08-21 00:00:00-04:00,39.81375258997067,39.94831520760409,39.502577138235736,39.76329040527344,14734100,0.0,0.0
2020-08-24 00:00:00-04:00,39.8894360242193,40.35199472628412,39.679181777078455,40.34358596801758,9257700,0.0,0.0
2020-08-25 00:00:00-04:00,40.36880916871368,40.410859369952824,40.07445455181503,40.29311752319336,7827800,0.0,0.0
2020-08-26 00:00:00-04:00,40.16697551128399,40.52020436355671,39.92308298915772,40.50338363647461,10124200,0.0,0.0
2020-08-27 00:00:00-04:00,40.57906513815128,41.05844451110462,40.5370149350935,40.5622444152832,10931600,0.0,0.0
2020-08-28 00:00:00-04:00,40.999575238872154,41.92469257635671,40.81455048808525,41.907875061035156,16420300,0.0,0.0
2020-08-31 00:00:00-04:00,41.88264979436872,42.10972479015344,41.50419146806083,41.655574798583984,18510800,0.0,0.0
2020-09-01 00:00:00-04:00,41.47055580589821,41.504194052822825,41.06686796877113,41.310760498046875,12588400,0.0,0.0
2020-09-02 00:00:00-04:00,41.51259920454471,43.19463318717148,41.51259920454471,43.051658630371094,26332600,0.0,0.0
2020-09-03 00:00:00-04:00,43.22828149033888,43.85063236597403,42.13495666171232,42.45454406738281,22289400,0.0,0.0
2020-09-04 00:00:00-04:00,42.84141819939507,43.28715953014104,42.28634693444035,42.92552185058594,21019500,0.0,0.0
2020-09-08 00:00:00-04:00,42.83299806104364,42.92551044866723,41.51260156622149,41.89105987548828,17776700,0.0,0.0
2020-09-09 00:00:00-04:00,41.714447359930794,42.69002707890291,41.67239714608881,42.21064758300781,15252300,0.0,0.0
2020-09-10 00:00:00-04:00,42.34520842206257,42.62274559662386,42.008803517163905,42.05085372924805,15439500,0.0,0.0
2020-09-11 00:00:00-04:00,42.387262077459965,43.06007509921437,42.134954387104706,42.94233322143555,18272300,0.0,0.0
2020-09-14 00:00:00-04:00,43.21363850644893,43.4340715692297,42.87450723457566,42.993202209472656,10911700,0.41,0.0
2020-09-15 00:00:00-04:00,43.23906921086429,43.56124357330423,43.1034173583941,43.28145980834961,12838400,0.0,0.0
2020-09-16 00:00:00-04:00,43.19667938173857,43.62059183252266,43.018636928616125,43.06102752685547,15353900,0.0,0.0
2020-09-17 00:00:00-04:00,42.577767226672435,42.92537530396749,42.340374057015715,42.857547760009766,13287100,0.0,0.0
2020-09-18 00:00:00-04:00,43.02711676943161,43.37472487406313,42.5692905142987,42.772769927978516,23816600,0.0,0.0
2020-09-21 00:00:00-04:00,42.17928470968475,42.40819779872514,41.21276493431092,41.619720458984375,17514800,0.0,0.0
2020-09-22 00:00:00-04:00,41.636682323093616,42.42515975713425,41.60276855009941,42.10298538208008,13034600,0.0,0.0
2020-09-23 00:00:00-04:00,42.16234027489262,42.32342587362187,40.83973200351845,40.8736457824707,17121200,0.0,0.0
2020-09-24 00:00:00-04:00,40.8736383133322,41.628201969055084,40.32255405994359,41.2890739440918,16788100,0.0,0.0
2020-09-25 00:00:00-04:00,40.86515716217265,41.339936993710786,40.67863466595693,41.306026458740234,12603400,0.0,0.0
2020-09-28 00:00:00-04:00,41.80624825684215,42.14537628665572,41.662116337669936,41.78081130981445,11215700,0.0,0.0
2020-09-29 00:00:00-04:00,41.87406846320608,42.01820036824559,41.46711292681617,41.475589752197266,12426600,0.0,0.0
2020-09-30 00:00:00-04:00,41.77233930522551,42.06907676983809,41.450164890649134,41.857120513916016,15755900,0.0,0.0
2020-10-01 00:00:00-04:00,41.916458883523184,42.10298138307976,41.1958090639193,41.69602584838867,17577300,0.0,0.0
2020-10-02 00:00:00-04:00,41.339943526607065,42.03516296758616,41.16190106164445,41.84864044189453,13610100,0.0,0.0
2020-10-05 00:00:00-04:00,41.90797973461412,42.00971780409731,41.64515288473806,41.8655891418457,10628700,0.0,0.0
2020-10-06 00:00:00-04:00,42.00972360837712,42.162332350784574,41.39929187294267,41.492549896240234,10077400,0.0,0.0
2020-10-07 00:00:00-04:00,41.56038128053479,42.18776996021344,41.501033790138045,42.01820755004883,10135600,0.0,0.0
2020-10-08 00:00:00-04:00,42.145377473032966,42.84907373369202,42.001248783999,42.781246185302734,12143900,0.0,0.0
2020-10-09 00:00:00-04:00,42.959281850605585,43.43406491161385,42.89993437225393,43.077980041503906,11407800,0.0,0.0
2020-10-12 00:00:00-04:00,43.10341245483457,43.68841039564974,43.094935629979965,43.31536865234375,11386500,0.0,0.0
2020-10-13 00:00:00-04:00,43.23060358233808,43.23060358233808,42.30647408733721,42.57777786254883,14365300,0.0,0.0
2020-10-14 00:00:00-04:00,42.43363347573529,42.80667848296151,42.09450547321483,42.49298095703125,10582100,0.0,0.0
2020-10-15 00:00:00-04:00,41.88254238103366,42.5014540373386,41.79775796868012,42.38275909423828,9961700,0.0,0.0
2020-10-16 00:00:00-04:00,42.382772655424375,42.687986934972386,42.28103132804603,42.416683197021484,13569800,0.0,0.0
2020-10-19 00:00:00-04:00,42.416688512732705,42.79821045272511,41.93342846680769,42.0690803527832,9930400,0.0,0.0
2020-10-20 00:00:00-04:00,42.297981539559295,42.91689329620697,42.21320034765502,42.60319900512695,10970700,0.0,0.0
2020-10-21 00:00:00-04:00,42.35732215343491,42.75580080600992,42.196236621255146,42.38275909423828,12517400,0.0,0.0
2020-10-22 00:00:00-04:00,43.3831943426771,43.4086312864451,42.71341519509326,42.9677619934082,20189200,0.0,0.0
2020-10-23 00:00:00-04:00,43.23906689424975,43.39167562437683,42.78972076342841,42.83211135864258,13491300,0.0,0.0
2020-10-26 00:00:00-04:00,42.679498200992334,42.823626856607774,41.712978499916574,42.22167205810547,14696400,0.0,0.0
2020-10-27 00:00:00-04:00,42.23016077613166,42.63711635296847,42.00972448397292,42.30646514892578,13892100,0.0,0.0
2020-10-28 00:00:00-04:00,41.54341691889855,41.670591937838516,40.509069585159054,40.661678314208984,19886200,0.0,0.0
2020-10-29 00:00:00-04:00,40.4666811255894,41.10254978545258,40.10211616853222,40.71255111694336,15369900,0.0,0.0
2020-10-30 00:00:00-04:00,40.534503766614634,40.79732737769027,40.16145879472168,40.7464599609375,15804000,0.0,0.0
2020-11-02 00:00:00-05:00,41.331459127228314,41.50102473458927,40.8990699009431,41.22124099731445,15156100,0.0,0.0
